Age,Attrition,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Clusters,Cluster
55,No,Research & Development,2,1,4,Male,3,Manufacturing Director,Married,10976,No,3,23,3,1,2,0,beige
28,No,Research & Development,10,3,3,Female,2,Research Scientist,Single,3660,No,3,10,8,1,7,1,light pink
44,Yes,Human Resources,1,2,2,Male,3,Human Resources,Married,10482,No,3,24,20,3,6,3,purple
33,No,Research & Development,5,3,4,Male,3,Healthcare Representative,Divorced,7119,No,3,9,3,1,2,1,light pink
35,Yes,Sales,4,3,4,Male,3,Sales Executive,Single,9582,Yes,4,9,8,4,7,1,light pink
33,Yes,Research & Development,29,4,1,Female,2,Research Scientist,Single,4508,No,4,14,13,3,8,2,pink
28,No,Research & Development,15,2,1,Male,1,Laboratory Technician,Divorced,2207,No,3,4,4,2,2,2,pink
34,No,Research & Development,3,1,1,Male,2,Healthcare Representative,Single,7756,No,3,7,6,0,4,1,light pink
37,No,Sales,10,4,4,Female,2,Sales Executive,Divorced,6694,Yes,3,8,1,0,0,1,light pink
25,Yes,Research & Development,4,1,4,Male,1,Laboratory Technician,Married,3691,Yes,3,7,7,5,6,1,light pink
26,Yes,Research & Development,21,3,1,Male,1,Laboratory Technician,Divorced,2377,No,4,1,1,0,0,2,pink
33,Yes,Research & Development,25,3,1,Male,1,Research Scientist,Single,2313,Yes,4,5,2,2,2,2,pink
42,No,Research & Development,2,2,4,Male,4,Manager,Married,17665,No,3,23,22,13,7,3,purple
28,Yes,Research & Development,1,3,1,Male,1,Laboratory Technician,Divorced,2596,No,3,1,1,0,0,1,light pink
50,Yes,Sales,1,4,4,Male,2,Sales Executive,Single,4728,Yes,3,5,0,0,0,0,beige
33,No,Sales,7,3,4,Female,2,Sales Executive,Married,4302,No,3,4,3,0,2,1,light pink
34,No,Research & Development,3,4,3,Male,1,Research Scientist,Married,2979,No,3,6,0,0,0,1,light pink
48,No,Research & Development,1,4,1,Male,4,Manager,Single,16885,No,4,27,5,2,1,0,beige
45,No,Sales,9,4,2,Female,2,Sales Executive,Married,5593,No,3,15,15,4,12,0,beige
52,No,Research & Development,7,4,2,Male,3,Healthcare Representative,Single,10445,No,3,18,8,4,0,0,beige
38,No,Sales,10,4,3,Male,3,Sales Executive,Divorced,8740,Yes,3,9,8,2,7,1,light pink
29,No,Research & Development,28,4,3,Female,1,Research Scientist,Divorced,2514,No,4,11,7,1,7,2,pink
28,No,Research & Development,3,3,4,Female,3,Manufacturing Director,Divorced,7655,No,3,10,9,1,7,1,light pink
46,No,Sales,3,1,1,Male,4,Manager,Married,17465,No,3,23,12,4,9,3,purple
38,No,Sales,2,2,4,Male,3,Sales Executive,Single,7351,No,3,10,1,0,0,1,light pink
43,No,Research & Development,27,3,3,Female,3,Manufacturing Director,Married,10820,No,3,18,8,0,1,2,pink
39,Yes,Research & Development,2,3,1,Male,4,Healthcare Representative,Divorced,12169,No,3,21,18,11,5,3,purple
40,No,Research & Development,14,3,3,Male,5,Research Director,Single,19626,No,3,21,20,4,9,3,purple
21,No,Research & Development,1,1,4,Female,1,Research Scientist,Single,2070,Yes,3,2,2,2,2,1,light pink
39,No,Research & Development,9,3,3,Male,2,Laboratory Technician,Single,6782,No,3,9,5,0,3,1,light pink
36,No,Research & Development,18,4,1,Male,2,Manufacturing Director,Single,7779,No,4,18,11,0,9,2,pink
31,No,Sales,20,3,3,Male,1,Sales Representative,Married,2791,No,3,3,2,2,2,2,pink
28,No,Research & Development,2,1,1,Male,1,Research Scientist,Married,3201,No,3,6,5,0,4,1,light pink
35,No,Sales,11,2,4,Male,2,Sales Executive,Divorced,4968,No,3,5,5,0,2,1,light pink
49,No,Sales,8,4,4,Male,4,Sales Executive,Married,13120,No,3,22,9,2,3,0,beige
34,No,Research & Development,2,2,4,Male,2,Manufacturing Director,Single,4033,No,3,5,3,0,2,1,light pink
29,No,Research & Development,10,3,4,Female,1,Research Scientist,Divorced,3291,No,3,8,7,1,1,1,light pink
42,No,Research & Development,29,3,2,Male,2,Laboratory Technician,Single,4272,No,3,16,1,0,0,2,pink
29,No,Research & Development,8,1,2,Male,2,Manufacturing Director,Married,5056,Yes,3,10,10,1,2,1,light pink
38,No,Human Resources,1,3,3,Male,1,Human Resources,Married,2844,No,3,7,7,5,0,1,light pink
28,No,Research & Development,6,3,3,Male,1,Research Scientist,Divorced,2703,Yes,3,3,3,0,2,1,light pink
18,Yes,Research & Development,8,1,3,Male,1,Laboratory Technician,Single,1904,No,3,0,0,0,0,1,light pink
33,Yes,Sales,9,4,1,Female,2,Sales Executive,Single,8224,Yes,3,6,5,0,3,1,light pink
41,No,Research & Development,12,4,2,Male,1,Laboratory Technician,Married,4766,Yes,3,6,1,0,0,1,light pink
31,Yes,Research & Development,15,3,3,Male,1,Laboratory Technician,Married,2610,No,3,2,2,2,2,2,pink
37,No,Research & Development,25,2,3,Female,2,Healthcare Representative,Divorced,5731,No,3,9,6,1,3,2,pink
27,No,Research & Development,6,3,4,Male,1,Research Scientist,Married,2539,No,3,4,4,2,2,1,light pink
34,No,Sales,9,1,2,Female,2,Sales Executive,Married,5714,No,4,6,6,1,3,1,light pink
35,No,Human Resources,8,4,3,Male,1,Human Resources,Single,4323,No,3,6,5,1,4,1,light pink
29,Yes,Sales,23,1,4,Female,3,Sales Executive,Married,7336,No,3,11,11,3,10,2,pink
40,No,Research & Development,9,4,2,Female,3,Research Director,Single,13499,No,3,20,18,2,13,3,purple
42,Yes,Sales,12,3,3,Male,4,Sales Executive,Single,13758,Yes,3,22,21,13,14,3,purple
42,No,Sales,4,4,2,Male,2,Sales Executive,Single,5155,No,3,9,6,1,5,1,light pink
35,No,Research & Development,1,4,4,Male,1,Laboratory Technician,Married,2258,No,3,10,8,1,7,1,light pink
24,No,Research & Development,24,3,4,Male,1,Laboratory Technician,Single,3597,No,4,6,4,1,2,2,pink
28,Yes,Research & Development,12,1,3,Female,1,Laboratory Technician,Married,2515,Yes,3,1,1,0,0,1,light pink
26,No,Research & Development,3,4,1,Male,1,Laboratory Technician,Married,4420,No,4,8,8,0,7,1,light pink
30,No,Sales,10,3,3,Male,2,Sales Executive,Married,6578,No,3,10,10,1,4,1,light pink
40,No,Research & Development,26,2,3,Female,2,Research Scientist,Married,4422,Yes,3,16,1,0,0,2,pink
35,No,Research & Development,2,3,3,Male,3,Manufacturing Director,Divorced,10274,No,3,15,7,6,4,1,light pink
34,No,Research & Development,1,3,4,Male,2,Healthcare Representative,Single,5343,No,4,14,13,4,9,1,light pink
35,No,Research & Development,4,4,4,Male,1,Laboratory Technician,Married,2376,No,3,2,2,2,2,1,light pink
43,Yes,Sales,9,3,1,Female,2,Sales Executive,Single,5346,No,3,7,4,1,3,0,beige
32,No,Sales,2,1,3,Female,1,Sales Representative,Divorced,2827,No,3,1,1,0,0,1,light pink
56,No,Research & Development,4,4,4,Female,5,Manager,Divorced,19943,No,3,28,5,4,2,0,beige
29,No,Research & Development,6,1,2,Female,1,Laboratory Technician,Married,3131,No,3,10,10,0,8,1,light pink
19,No,Research & Development,9,2,3,Male,1,Research Scientist,Single,2552,No,4,1,1,0,0,1,light pink
45,No,Research & Development,7,3,1,Female,1,Research Scientist,Married,4477,Yes,3,7,3,0,2,0,beige
37,No,Research & Development,1,3,4,Female,2,Manufacturing Director,Married,6474,No,3,14,14,3,11,1,light pink
20,No,Research & Development,3,3,1,Male,1,Laboratory Technician,Single,3033,No,3,2,2,1,2,1,light pink
44,Yes,Research & Development,10,4,3,Male,1,Research Scientist,Single,2936,Yes,3,6,6,0,2,1,light pink
53,No,Research & Development,7,2,4,Female,5,Manager,Divorced,18606,No,3,26,7,4,7,0,beige
29,No,Research & Development,15,1,2,Female,1,Research Scientist,Married,2168,Yes,3,6,5,1,3,2,pink
22,Yes,Research & Development,3,4,3,Male,1,Research Scientist,Married,2853,Yes,3,1,0,0,0,1,light pink
46,No,Sales,2,3,3,Female,4,Manager,Married,17048,No,4,28,26,15,9,3,purple
44,No,Research & Development,17,3,4,Male,1,Research Scientist,Single,2290,No,3,6,0,0,0,2,pink
33,No,Human Resources,2,3,2,Male,1,Human Resources,Married,3600,No,3,5,5,1,4,1,light pink
41,Yes,Research & Development,5,2,1,Male,1,Research Scientist,Divorced,2107,No,3,5,1,0,0,1,light pink
30,No,Sales,29,4,3,Male,2,Sales Executive,Divorced,4115,No,3,8,4,0,3,2,pink
40,No,Sales,2,4,2,Male,2,Sales Executive,Married,4327,No,3,5,0,0,0,1,light pink
50,No,Research & Development,2,3,4,Female,4,Manager,Married,17856,No,4,32,2,2,2,0,beige
28,No,Research & Development,19,4,4,Male,1,Laboratory Technician,Married,3196,No,3,6,6,3,3,2,pink
46,No,Research & Development,15,2,4,Male,5,Research Director,Married,19081,No,3,25,4,0,3,0,beige
35,No,Sales,17,4,3,Male,2,Sales Executive,Married,8966,Yes,3,15,7,1,7,2,pink
24,Yes,Research & Development,17,2,4,Female,1,Laboratory Technician,Married,2210,No,3,1,1,0,0,2,pink
33,No,Sales,25,3,2,Female,2,Sales Executive,Married,4539,No,3,10,10,0,1,2,pink
36,No,Research & Development,6,4,3,Male,1,Laboratory Technician,Divorced,2741,No,3,7,7,1,7,1,light pink
30,No,Research & Development,7,4,3,Male,2,Laboratory Technician,Divorced,3491,No,3,10,10,8,9,1,light pink
44,No,Research & Development,29,4,4,Male,2,Research Scientist,Single,4541,No,4,20,20,13,17,2,pink
20,No,Sales,21,3,3,Male,1,Sales Representative,Single,2678,No,3,2,2,2,2,2,pink
46,No,Research & Development,2,4,4,Male,2,Manufacturing Director,Divorced,7379,No,3,12,6,1,4,0,beige
42,No,Human Resources,2,5,4,Male,2,Human Resources,Married,6272,No,3,10,4,0,3,1,light pink
60,No,Sales,7,4,2,Male,2,Sales Executive,Divorced,5220,Yes,3,12,11,1,9,0,beige
32,No,Research & Development,13,3,3,Female,1,Laboratory Technician,Married,2743,No,4,2,2,2,2,1,light pink
32,No,Research & Development,2,2,4,Female,2,Research Scientist,Single,4998,Yes,3,10,8,0,7,1,light pink
36,No,Research & Development,1,3,3,Female,3,Manufacturing Director,Divorced,10252,Yes,4,17,7,7,7,1,light pink
33,No,Research & Development,9,3,1,Male,1,Research Scientist,Married,2781,No,3,15,14,4,10,1,light pink
40,No,Sales,10,3,2,Female,2,Sales Executive,Divorced,6852,No,3,7,5,1,3,1,light pink
25,No,Sales,10,4,3,Male,2,Sales Executive,Single,4950,No,3,5,4,1,1,1,light pink
30,No,Research & Development,1,3,4,Male,1,Research Scientist,Married,3579,Yes,4,12,11,5,7,1,light pink
42,No,Research & Development,26,5,1,Female,3,Research Director,Married,13191,Yes,3,20,1,0,0,2,pink
35,No,Sales,8,2,3,Female,3,Sales Executive,Married,10377,Yes,3,16,13,4,12,1,light pink
27,No,Research & Development,14,3,1,Male,1,Research Scientist,Married,2235,Yes,3,9,9,6,8,1,light pink
54,No,Research & Development,1,4,4,Female,3,Manufacturing Director,Divorced,10502,No,3,33,5,1,4,0,beige
44,No,Research & Development,2,1,1,Female,1,Research Scientist,Married,2011,No,3,10,10,7,7,1,light pink
19,Yes,Research & Development,10,3,1,Female,1,Research Scientist,Single,1859,Yes,4,1,1,0,0,1,light pink
29,No,Research & Development,1,3,1,Female,1,Research Scientist,Divorced,3760,No,3,3,3,1,2,1,light pink
54,No,Research & Development,3,3,4,Male,4,Research Director,Married,17779,No,3,36,10,0,9,0,beige
31,No,Research & Development,11,2,3,Male,2,Healthcare Representative,Married,6833,Yes,3,6,6,0,1,1,light pink
31,No,Research & Development,24,3,3,Female,2,Healthcare Representative,Single,6812,No,3,10,10,1,8,2,pink
59,No,Sales,3,3,3,Female,2,Sales Executive,Single,5171,No,3,13,6,0,5,0,beige
43,No,Research & Development,3,3,3,Male,5,Research Director,Married,19740,No,3,25,8,0,7,0,beige
49,No,Research & Development,4,2,1,Male,5,Manager,Married,18711,No,3,23,1,0,0,0,beige
36,No,Research & Development,3,3,3,Male,1,Research Scientist,Married,3692,No,3,12,11,0,7,1,light pink
48,No,Research & Development,2,2,4,Male,1,Laboratory Technician,Single,2559,No,3,7,1,0,0,0,beige
27,No,Research & Development,4,2,1,Male,1,Research Scientist,Divorced,2517,No,3,5,5,0,3,1,light pink
29,No,Research & Development,7,3,3,Male,2,Healthcare Representative,Divorced,6623,Yes,3,6,6,1,0,1,light pink
48,No,Research & Development,1,3,4,Male,5,Research Director,Single,18265,No,3,25,1,0,0,0,beige
29,No,Research & Development,1,3,4,Female,4,Research Director,Divorced,16124,No,3,9,7,1,7,1,light pink
34,No,Research & Development,20,3,3,Female,1,Research Scientist,Married,2585,No,3,2,1,0,0,2,pink
44,No,Sales,5,3,2,Male,5,Manager,Married,18213,No,3,26,22,3,10,3,purple
33,No,Sales,10,5,4,Male,3,Sales Executive,Divorced,8380,Yes,3,10,9,0,8,1,light pink
19,No,Research & Development,25,3,2,Female,1,Research Scientist,Single,2994,Yes,3,1,1,0,1,2,pink
23,No,Research & Development,1,2,4,Male,1,Research Scientist,Married,1223,No,4,1,1,0,1,1,light pink
25,Yes,Sales,24,1,3,Male,1,Sales Representative,Single,1118,Yes,3,1,1,1,0,2,pink
26,No,Research & Development,4,2,3,Male,1,Research Scientist,Single,2875,Yes,4,8,8,2,2,1,light pink
45,Yes,Sales,2,3,1,Female,5,Manager,Single,18824,Yes,3,26,24,1,11,3,purple
55,No,Research & Development,8,1,4,Male,4,Healthcare Representative,Divorced,13577,Yes,3,34,33,15,0,3,purple
21,Yes,Research & Development,10,2,1,Female,1,Laboratory Technician,Single,2625,No,4,2,2,2,2,1,light pink
46,No,Sales,4,2,4,Female,5,Manager,Married,18789,No,3,26,11,0,8,3,purple
34,No,Sales,2,3,3,Female,2,Sales Executive,Single,4538,Yes,3,4,3,0,2,1,light pink
51,No,Sales,9,3,4,Male,5,Manager,Divorced,19847,Yes,4,31,29,11,10,3,purple
59,No,Research & Development,18,4,4,Male,3,Manufacturing Director,Single,10512,No,3,25,9,5,4,0,beige
34,No,Research & Development,19,3,3,Female,2,Laboratory Technician,Divorced,4444,No,3,15,11,5,10,2,pink
28,No,Research & Development,1,4,4,Male,1,Laboratory Technician,Single,2154,Yes,3,5,4,0,2,1,light pink
44,No,Research & Development,4,2,3,Male,5,Manager,Divorced,19190,No,3,26,25,14,13,3,purple
34,No,Human Resources,11,3,3,Male,2,Human Resources,Married,4490,No,3,14,10,1,8,1,light pink
35,No,Research & Development,6,1,3,Male,1,Research Scientist,Married,3506,Yes,3,4,3,2,2,1,light pink
42,No,Research & Development,7,4,2,Female,2,Research Scientist,Married,2372,Yes,3,18,1,0,0,1,light pink
43,No,Sales,4,4,4,Female,3,Sales Executive,Single,10231,No,3,23,21,15,17,3,purple
36,No,Research & Development,2,4,3,Female,2,Manufacturing Director,Single,5410,Yes,3,18,16,5,12,1,light pink
44,Yes,Research & Development,15,3,1,Female,3,Healthcare Representative,Married,7978,No,3,10,10,0,5,0,beige
28,No,Research & Development,2,3,4,Male,1,Laboratory Technician,Married,3867,Yes,3,2,2,2,2,1,light pink
51,No,Research & Development,6,2,2,Female,1,Laboratory Technician,Single,2838,No,3,8,7,7,7,0,beige
30,No,Research & Development,9,2,3,Female,2,Manufacturing Director,Single,4695,Yes,3,10,8,1,7,1,light pink
29,Yes,Research & Development,7,3,2,Female,1,Laboratory Technician,Divorced,3339,Yes,3,10,7,7,7,1,light pink
28,No,Research & Development,1,3,4,Male,1,Research Scientist,Single,2080,No,3,5,3,1,2,1,light pink
25,No,Research & Development,1,3,4,Female,1,Research Scientist,Single,2096,No,3,2,2,2,1,1,light pink
32,No,Sales,8,3,3,Male,2,Sales Executive,Married,6209,No,3,10,10,0,8,1,light pink
45,No,Research & Development,25,3,2,Female,5,Manager,Single,18061,No,4,22,0,0,0,0,beige
39,No,Research & Development,13,4,3,Female,4,Manager,Divorced,17123,Yes,3,21,19,15,2,3,purple
58,No,Research & Development,23,4,1,Male,1,Research Scientist,Divorced,2372,No,3,2,2,2,2,2,pink
32,Yes,Research & Development,7,2,4,Male,2,Laboratory Technician,Married,4883,No,3,10,10,1,1,1,light pink
39,Yes,Research & Development,23,3,3,Male,1,Research Scientist,Single,3904,No,3,6,5,0,3,2,pink
30,No,Research & Development,6,3,1,Female,2,Laboratory Technician,Married,4627,No,3,10,9,6,7,1,light pink
36,No,Research & Development,10,4,4,Female,3,Healthcare Representative,Married,7094,No,3,10,7,1,7,1,light pink
46,No,Human Resources,1,2,4,Female,1,Human Resources,Single,3423,No,3,10,7,5,7,0,beige
28,No,Research & Development,1,3,3,Female,2,Laboratory Technician,Married,6674,No,3,10,9,7,5,1,light pink
50,No,Research & Development,28,3,4,Female,4,Research Director,Married,16880,Yes,3,25,3,1,2,0,beige
40,Yes,Sales,25,4,4,Male,3,Sales Executive,Single,9094,Yes,3,9,5,1,0,2,pink
52,Yes,Sales,5,3,2,Male,3,Sales Executive,Single,8446,Yes,3,10,8,7,7,0,beige
30,No,Research & Development,17,4,2,Female,3,Manager,Married,11916,Yes,4,9,9,0,8,2,pink
39,No,Research & Development,18,2,1,Male,2,Manufacturing Director,Single,4534,No,3,9,8,1,7,2,pink
31,No,Sales,2,4,4,Female,3,Sales Executive,Divorced,9852,Yes,3,10,10,9,6,1,light pink
41,No,Sales,10,2,3,Male,2,Sales Executive,Single,6151,No,3,19,19,11,9,3,purple
31,Yes,Sales,1,3,4,Female,1,Sales Representative,Single,2302,Yes,3,3,3,2,2,1,light pink
44,Yes,Research & Development,3,3,1,Male,1,Laboratory Technician,Married,2362,No,3,10,3,1,2,1,light pink
42,No,Research & Development,2,1,3,Male,4,Manager,Married,17861,Yes,3,21,20,2,10,3,purple
55,No,Research & Development,2,2,4,Female,5,Manager,Married,19187,No,3,23,19,9,11,3,purple
56,No,Human Resources,8,4,4,Male,5,Manager,Single,19717,No,3,36,7,7,7,0,beige
40,No,Research & Development,16,2,3,Male,1,Research Scientist,Divorced,3544,No,3,6,4,0,0,2,pink
34,No,Research & Development,9,3,4,Male,3,Healthcare Representative,Divorced,8500,No,3,10,9,1,6,1,light pink
40,No,Research & Development,2,3,3,Male,2,Research Scientist,Single,4661,No,3,9,9,8,8,1,light pink
41,No,Sales,1,3,3,Female,2,Sales Executive,Divorced,4103,No,3,10,9,1,7,1,light pink
35,No,Research & Development,4,4,3,Male,2,Research Scientist,Single,4249,Yes,3,9,9,1,1,1,light pink
51,No,Human Resources,5,3,3,Male,4,Manager,Divorced,14026,Yes,3,33,33,0,10,3,purple
38,No,Sales,2,2,2,Female,2,Sales Executive,Divorced,6893,No,3,11,7,1,7,1,light pink
34,No,Sales,15,2,3,Female,2,Sales Executive,Single,6125,No,3,10,10,9,6,2,pink
25,No,Research & Development,19,1,4,Male,1,Laboratory Technician,Married,3669,No,3,7,3,1,2,2,pink
58,Yes,Research & Development,7,4,3,Female,3,Manufacturing Director,Married,10008,Yes,3,31,10,5,9,0,beige
40,No,Research & Development,1,4,2,Male,1,Laboratory Technician,Married,2387,No,4,7,4,0,3,1,light pink
36,No,Sales,7,3,1,Female,2,Sales Executive,Married,4639,No,3,17,15,6,13,1,light pink
48,No,Research & Development,4,3,4,Male,3,Manufacturing Director,Single,7898,No,3,11,10,0,8,0,beige
27,No,Sales,11,3,3,Female,1,Sales Representative,Married,2534,No,3,5,1,0,0,1,light pink
51,No,Research & Development,11,2,4,Female,4,Manufacturing Director,Single,13142,No,3,29,5,0,3,0,beige
18,No,Research & Development,1,3,4,Female,1,Laboratory Technician,Single,1611,No,3,0,0,0,0,1,light pink
35,No,Research & Development,1,3,4,Female,2,Laboratory Technician,Married,5363,No,3,10,9,0,0,1,light pink
27,No,Sales,2,1,4,Male,2,Sales Executive,Single,5071,No,4,8,6,0,0,1,light pink
55,Yes,Sales,13,4,1,Male,4,Sales Executive,Single,13695,Yes,3,24,19,3,8,3,purple
56,No,Research & Development,23,3,4,Male,4,Manufacturing Director,Married,13402,Yes,3,33,19,15,9,3,purple
34,No,Research & Development,26,1,1,Female,1,Research Scientist,Divorced,2029,No,4,5,5,0,0,2,pink
40,No,Research & Development,2,1,2,Female,2,Healthcare Representative,Divorced,6377,No,4,15,12,11,8,1,light pink
34,No,Research & Development,29,3,2,Male,2,Laboratory Technician,Married,5429,No,3,10,8,7,7,2,pink
31,Yes,Sales,2,3,3,Female,1,Sales Representative,Single,2785,No,3,3,1,0,0,1,light pink
35,Yes,Sales,18,4,4,Female,2,Sales Executive,Married,4614,Yes,3,5,4,3,2,2,pink
38,No,Research & Development,7,3,4,Male,1,Research Scientist,Divorced,2610,No,3,4,4,0,3,1,light pink
34,No,Research & Development,2,4,3,Female,2,Healthcare Representative,Single,6687,No,3,14,14,4,11,1,light pink
28,No,Sales,26,3,3,Male,2,Sales Executive,Married,4724,No,3,5,5,0,4,2,pink
31,Yes,Research & Development,22,4,4,Male,2,Manufacturing Director,Married,6179,Yes,3,10,10,6,7,2,pink
39,No,Sales,21,4,1,Male,2,Sales Executive,Married,6120,Yes,3,8,5,1,4,2,pink
51,No,Sales,2,3,2,Male,3,Sales Executive,Married,10596,No,3,14,4,3,2,0,beige
41,No,Research & Development,22,3,4,Female,2,Research Scientist,Divorced,5467,Yes,3,12,6,3,3,2,pink
37,No,Research & Development,4,1,3,Male,1,Research Scientist,Married,2996,Yes,3,8,6,1,3,1,light pink
33,No,Sales,5,1,2,Male,2,Sales Executive,Married,9998,No,3,8,5,1,2,1,light pink
32,No,Sales,2,1,3,Male,2,Sales Executive,Married,4078,Yes,3,4,3,1,2,1,light pink
39,No,Research & Development,25,2,3,Male,3,Healthcare Representative,Married,10920,No,4,13,6,0,5,2,pink
25,No,Sales,18,1,1,Male,2,Sales Executive,Married,6232,No,3,6,3,1,2,2,pink
52,No,Research & Development,28,2,4,Female,4,Manufacturing Director,Married,13247,Yes,3,24,5,0,2,2,pink
43,No,Research & Development,6,3,1,Female,2,Research Scientist,Single,4081,Yes,3,20,20,1,8,3,purple
27,No,Sales,10,3,4,Female,2,Sales Executive,Married,5769,Yes,3,6,6,4,4,1,light pink
27,Yes,Research & Development,17,4,4,Female,1,Research Scientist,Single,2394,Yes,3,8,8,7,7,2,pink
26,No,Research & Development,2,1,1,Male,1,Research Scientist,Single,3904,No,3,5,4,1,1,1,light pink
42,No,Human Resources,10,3,3,Female,4,Manager,Married,16799,No,3,21,20,0,9,3,purple
52,No,Research & Development,8,4,3,Female,1,Laboratory Technician,Married,2950,No,3,12,5,0,4,0,beige
37,No,Research & Development,11,3,1,Female,1,Laboratory Technician,Single,3629,No,3,8,3,0,2,1,light pink
35,No,Research & Development,18,2,3,Male,3,Manufacturing Director,Single,9362,No,3,10,2,2,2,2,pink
25,No,Research & Development,1,3,1,Male,1,Laboratory Technician,Married,3229,No,3,7,3,0,2,1,light pink
26,No,Research & Development,7,3,3,Male,1,Laboratory Technician,Single,3578,No,3,8,7,0,7,1,light pink
29,No,Human Resources,17,3,2,Male,3,Human Resources,Single,7988,No,3,10,10,0,9,2,pink
49,Yes,Research & Development,28,2,1,Male,2,Laboratory Technician,Single,4284,No,4,20,4,1,3,2,pink
29,Yes,Research & Development,14,1,3,Female,3,Healthcare Representative,Single,7553,Yes,3,9,8,7,7,2,pink
54,No,Research & Development,1,3,4,Female,4,Research Director,Single,17328,No,3,29,20,12,7,3,purple
58,No,Research & Development,1,3,4,Female,5,Research Director,Married,19701,Yes,4,32,9,1,5,0,beige
55,No,Research & Development,1,4,2,Male,4,Research Director,Divorced,14732,No,3,31,7,0,0,0,beige
36,No,Sales,3,4,1,Female,2,Sales Executive,Single,9278,Yes,3,15,5,0,1,1,light pink
31,Yes,Sales,1,4,2,Female,1,Sales Representative,Single,1359,No,3,1,1,0,0,1,light pink
30,No,Sales,7,4,4,Female,2,Sales Executive,Divorced,4779,No,3,8,3,0,2,1,light pink
31,No,Research & Development,8,5,1,Female,4,Research Director,Single,16422,No,3,9,3,1,0,0,beige
34,No,Research & Development,1,4,4,Male,1,Research Scientist,Divorced,2996,No,3,10,4,1,3,1,light pink
31,Yes,Research & Development,8,3,1,Female,1,Research Scientist,Single,1261,No,3,1,1,0,0,1,light pink
27,No,Research & Development,11,1,2,Male,1,Laboratory Technician,Married,2099,No,3,6,5,1,4,1,light pink
36,No,Research & Development,4,4,1,Male,2,Laboratory Technician,Single,5810,No,3,10,10,1,8,1,light pink
36,No,Sales,16,4,3,Female,2,Sales Executive,Married,5647,No,3,11,3,0,2,2,pink
47,No,Research & Development,1,3,1,Male,1,Research Scientist,Married,3420,No,3,17,6,1,2,0,beige
25,Yes,Sales,9,2,1,Male,1,Sales Representative,Married,4400,No,3,6,3,2,2,1,light pink
37,No,Research & Development,5,2,3,Male,1,Laboratory Technician,Single,3500,No,3,7,6,1,3,1,light pink
56,No,Research & Development,1,2,1,Female,1,Research Scientist,Married,2066,No,4,5,3,1,0,0,beige
47,No,Research & Development,2,4,1,Female,4,Research Director,Married,17169,No,3,26,20,5,6,3,purple
24,No,Sales,4,1,4,Female,2,Sales Executive,Married,4162,Yes,3,5,5,0,3,1,light pink
32,No,Sales,7,5,4,Male,2,Sales Executive,Married,9204,No,3,7,4,0,3,1,light pink
34,No,Research & Development,1,3,4,Female,1,Laboratory Technician,Married,3294,No,3,7,5,0,2,1,light pink
41,No,Research & Development,5,5,2,Male,1,Research Scientist,Married,2127,Yes,3,7,4,0,3,1,light pink
40,No,Research & Development,9,4,3,Male,2,Laboratory Technician,Divorced,3975,No,3,11,8,0,7,1,light pink
31,No,Sales,8,2,1,Male,3,Sales Executive,Divorced,10793,No,3,13,13,9,9,1,light pink
46,Yes,Sales,9,3,1,Male,3,Sales Executive,Divorced,10096,No,3,28,7,4,3,0,beige
39,Yes,Research & Development,2,3,1,Female,1,Laboratory Technician,Single,3646,Yes,4,11,1,0,0,1,light pink
31,Yes,Research & Development,1,5,3,Female,3,Manufacturing Director,Single,7446,No,3,10,10,4,7,1,light pink
45,No,Research & Development,20,3,2,Male,3,Healthcare Representative,Divorced,10851,Yes,3,24,7,0,7,2,pink
31,No,Human Resources,8,2,4,Female,1,Human Resources,Single,2109,No,3,8,3,0,2,1,light pink
31,Yes,Research & Development,2,3,2,Male,1,Laboratory Technician,Married,3722,Yes,3,7,2,2,2,1,light pink
45,No,Research & Development,29,3,2,Male,3,Manufacturing Director,Married,9380,Yes,3,10,3,1,2,2,pink
48,No,Sales,7,3,3,Male,2,Sales Executive,Divorced,5486,No,3,15,2,2,2,0,beige
34,Yes,Human Resources,9,4,1,Female,1,Human Resources,Married,2742,No,3,2,2,2,2,1,light pink
40,No,Research & Development,8,1,4,Male,3,Research Director,Divorced,13757,No,3,16,9,4,8,0,beige
28,No,Sales,5,3,4,Male,2,Sales Executive,Single,8463,No,3,6,5,1,3,1,light pink
44,No,Research & Development,5,3,3,Male,1,Laboratory Technician,Single,3162,No,3,7,5,0,3,1,light pink
53,No,Research & Development,2,3,4,Male,4,Research Director,Single,16598,No,3,35,9,8,8,0,beige
49,No,Research & Development,5,4,1,Male,2,Healthcare Representative,Married,6651,No,3,20,3,1,2,0,beige
40,No,Research & Development,2,3,3,Male,1,Research Scientist,Divorced,2345,No,3,8,3,1,2,1,light pink
44,No,Research & Development,20,3,4,Male,1,Research Scientist,Single,3420,No,3,6,5,1,3,2,pink
33,No,Sales,7,3,4,Male,2,Sales Executive,Married,4373,No,3,5,4,0,3,1,light pink
34,No,Sales,3,3,4,Male,2,Sales Executive,Single,4759,No,3,15,13,3,12,1,light pink
30,No,Sales,16,1,4,Male,2,Sales Executive,Married,5301,No,3,4,2,2,2,2,pink
